community_id,conn_state,duration,history,src_ip_zeek,src_port_zeek,dest_ip_zeek,dest_port_zeek,local_orig,local_resp,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto,resp_bytes,resp_ip_bytes,resp_pkts,service,ts,uid,datetime,label_tactic,label_technique,label_binary,label_cve
1:A5RBD4PeAkOh66VRTzRE1ubEbqA=,SF,0.10253095626831055,ShADTadtFf,143.88.1.18,46635,143.88.2.21,80,false,false,0,608,3712,24,tcp,201,1668,16,http,1.709230863791418E9,CIrckE4lSPVmzQdV09,2024-02-29T18:21:03.791Z,Initial Access,T1190,True,none
1:afySNNRO9q1ft8IbAbJ1peggHfM=,SF,0.10412287712097168,ShADTadtFf,143.88.1.18,34543,143.88.2.21,80,false,false,0,601,3684,24,tcp,201,1668,16,http,1.709198700194252E9,C7BiBJ3JaCXMws0FA3,2024-02-29T09:25:00.194Z,Initial Access,T1190,True,none
1:vqzRM4mtRVHAO1s3KiQPhYA60CY=,SF,0.10456204414367676,ShADTadtFf,143.88.14.11,42931,143.88.15.14,80,false,false,0,622,3768,24,tcp,202,1672,16,http,1.709312425870027E9,CflkvZ3AU7CNt8If3j,2024-03-01T17:00:25.870Z,Initial Access,T1190,True,none
1:cez8v7KSfrahZaRHQKx9peoSTII=,SF,0.11223101615905762,ShADTadtFf,143.88.14.11,42813,143.88.15.14,80,false,false,0,571,3564,24,tcp,202,1672,16,http,1.709358931133581E9,CjuOvb3T57XB2t49rh,2024-03-02T05:55:31.133Z,Initial Access,T1190,True,none
1:dvkyJg3FtH1eTtjjqdaoZ3287nM=,SF,0.11622905731201172,ShADTadtFf,143.88.14.11,34899,143.88.15.14,80,false,false,0,619,3756,24,tcp,202,1672,16,http,1.709196770808851E9,CXj9e44BFGYVUNTHEf,2024-02-29T08:52:50.808Z,Initial Access,T1190,True,none
1:cUo3e/2Gn5wBklUgHaVWwVy9rHY=,RSTO,0.20499300956726074,ShADTdtTtR,143.88.12.12,42605,143.88.13.10,445,false,false,0,8809,40260,96,tcp,2270,13480,84,"gssapi,smb,ntlm",1.709119906799032E9,CYJ3AX1JUNod4f9wQi,2024-02-28T11:31:46.799Z,Initial Access,Duplicate,Duplicate,Duplicate
1:INScembEbBWzYQxNzgXflkA9QgM=,RSTR,0.22208595275878906,ShADTdtTtFar,143.88.1.18,35437,143.88.2.20,445,false,false,0,5109,24212,72,tcp,1766,10584,68,"gssapi,smb,ntlm",1.709153295569159E9,CTUv9CAnZf1IRyB04,2024-02-28T20:48:15.569Z,Initial Access,Duplicate,Duplicate,Duplicate
1:t1iJyZdvV1azM7SYouUMmh6Ck7g=,SF,0.10197901725769043,ShADTadtFf,143.88.8.12,44837,143.88.9.14,80,false,false,0,602,3688,24,tcp,201,1668,16,http,1.709234626429237E9,CRw2KJTq4MTz0mep2,2024-02-29T19:23:46.429Z,Initial Access,T1190,True,none
1:06+Y4Js2tzh9eZGM1DpnOxODBac=,SF,0.10220789909362793,ShADTadtFf,143.88.4.11,38041,143.88.5.11,80,false,false,0,601,3684,24,tcp,201,1668,16,http,1.709191865345417E9,CL9nbU1ADW1Uwer8fl,2024-02-29T07:31:05.345Z,Initial Access,T1190,True,none
1:qUVC0xCs6QEhv0lB98uivPmEQ2M=,SF,0.11642599105834961,ShADTadtFf,143.88.8.12,33423,143.88.9.14,80,false,false,0,606,3704,24,tcp,201,1668,16,http,1.70933362849527E9,CYFzwv1FYmcd4DWQT,2024-03-01T22:53:48.495Z,Initial Access,T1190,True,none
1:pyKwbgmAQqR/f5/UD7GD4WzvY0Y=,S0,0.0028629302978515625,S,143.88.3.11,46735,143.88.4.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.70936665290341E9,Ci3Dqy2sYTxIjCrJx1,2024-03-02T08:04:12.903Z,Initial Access,Duplicate,Duplicate,Duplicate
1:1t+rq96K21JDvHpveo8DsiahfrM=,SF,0.10030198097229004,ShADTadtFf,143.88.1.18,34961,143.88.2.21,80,false,false,0,608,3712,24,tcp,201,1668,16,http,1.709172489446543E9,CQaLcZbCSR75eekvc,2024-02-29T02:08:09.446Z,Initial Access,T1190,True,none
1:VMCF2+vEIApKPmidKDLqPFXZHko=,SF,0.11698698997497559,ShADTadtFf,143.88.14.11,33925,143.88.15.14,80,false,false,0,611,3724,24,tcp,202,1672,16,http,1.709302300737735E9,Cgkd4v1ORxDmbk4KU9,2024-03-01T14:11:40.737Z,Initial Access,T1190,True,none
1:WDWADPzLwZKEmlXdfYBWA7Hx8+U=,RSTO,0.2015819549560547,ShADTdtTtR,143.88.12.12,44165,143.88.13.10,445,false,false,0,7577,34916,88,tcp,2102,12392,76,"ntlm,smb,gssapi",1.709344039044471E9,Cc4kKT1lyOwKsBgrx4,2024-03-02T01:47:19.044Z,Initial Access,Duplicate,Duplicate,Duplicate
1:Lvlx09q3CIAMuZXZfS23XL++N3Y=,SF,0.10339713096618652,ShADTadtFf,143.88.6.11,42811,143.88.7.10,80,false,false,0,620,3760,24,tcp,201,1668,16,http,1.709139257774247E9,CA73sd1JBZeko8zroe,2024-02-28T16:54:17.774Z,Initial Access,T1190,True,none
1:Wvyw74Im5vxB+h00ggKkpndnu4o=,RSTO,0.21324396133422852,ShADTdtTtR,143.88.1.18,34893,143.88.2.20,445,false,false,0,5725,27300,84,tcp,1850,10760,64,"ntlm,smb,gssapi",1.709105479062869E9,C0Po031yBByjfUgYQc,2024-02-28T07:31:19.062Z,Initial Access,Duplicate,Duplicate,Duplicate
1:X5rrjUKxaVEsmal62t5OaqpUuw8=,SF,0.10033798217773438,ShADTadtFf,143.88.8.12,42419,143.88.9.14,80,false,false,0,607,3708,24,tcp,201,1668,16,http,1.70913916278842E9,CY7PtR3hCRvTck1DW7,2024-02-28T16:52:42.788Z,Initial Access,T1190,True,none
1:hi6CXDZwNbtTeflQjjpAH/bJIPw=,SF,0.1169281005859375,ShADTadtFf,143.88.13.12,41389,143.88.14.10,80,false,false,0,569,3556,24,tcp,202,1672,16,http,1.709348246030129E9,C3UJey3zoOQ0uKxDna,2024-03-02T02:57:26.030Z,Initial Access,T1190,True,none
1:J3LcGZyZ0MMEewy0L/nVdfSh7gM=,RSTR,10.167825937271118,ShADTadtTtTtFr,143.88.1.18,40369,143.88.2.20,445,false,false,0,15763,76704,240,tcp,4978,31016,212,"ntlm,dce_rpc,smb,gssapi",1.709387191505069E9,CuByHU17Iq57Wqp0Va,2024-03-02T13:46:31.505Z,Initial Access,Duplicate,Duplicate,Duplicate
1:mzh6zd1NiUZv+QlAd2aQBk/0ebA=,SF,0.09808897972106934,ShADTadtFf,143.88.7.11,33379,143.88.8.10,80,false,false,0,608,3712,24,tcp,201,1668,16,http,1.709380513046895E9,CcBMvd4X71p7qYCnB4,2024-03-02T11:55:13.046Z,Initial Access,T1190,True,none
1:WZ5ubbL9IpSwOTk4twopq6dvE5g=,SF,0.10116696357727051,ShADTadtFf,143.88.7.11,44597,143.88.8.10,80,false,false,0,567,3548,24,tcp,201,1668,16,http,1.70918326404075E9,CZEwth2oF2b1Ljxeh,2024-02-29T05:07:44.040Z,Initial Access,T1190,True,none
1:nrv1mvH2WG2wh6p3TZO9rmN05CM=,SF,0.10185003280639648,ShADTadtFf,143.88.14.11,35501,143.88.15.14,80,false,false,0,619,3756,24,tcp,202,1672,16,http,1.709298550629647E9,CGP3CK2t4eRUKZaRpe,2024-03-01T13:09:10.629Z,Initial Access,T1190,True,none
1:e2lqP0zw4xPY6NS3YruRgBXW+BY=,SF,0.10516786575317383,ShADTadtFf,143.88.8.12,45977,143.88.9.14,80,false,false,0,607,3708,24,tcp,201,1668,16,http,1.709148371350295E9,C5EAUz3MI2DLf7PqTi,2024-02-28T19:26:11.350Z,Initial Access,T1190,True,none
1:prC0EjZF4FBKnYtHmmGux9bWyXI=,S0,0.0015790462493896484,S,143.88.13.12,43675,143.88.14.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709328018242677E9,C3nZPB1iXFRBNTGrhc,2024-03-01T21:20:18.242Z,Initial Access,Duplicate,Duplicate,Duplicate
1:xQyMCznNBL32Eon9Yxp/iVUUvJU=,S0,0.001783132553100586,S,143.88.8.12,46107,143.88.9.10,445,false,false,0,0,240,4,tcp,0,0,0,,1.709162453507279E9,C9nPQE3kPl9OPhDpt4,2024-02-28T23:20:53.507Z,Initial Access,Duplicate,Duplicate,Duplicate
1:lyNytzu7mLGPJZr4C980KQzaWq4=,SF,0.10045003890991211,ShADTadtFf,143.88.14.11,40665,143.88.15.14,80,false,false,0,610,3720,24,tcp,202,1672,16,http,1.709142397796818E9,CfBT9r46jnMGnZYdM7,2024-02-28T17:46:37.796Z,Initial Access,T1190,True,none
1:WhGaTr8mRmlc5E7uDWBTr8YSVvc=,SF,0.13631105422973633,ShADTadtFf,143.88.6.11,45167,143.88.7.10,80,false,false,0,603,3692,24,tcp,201,1668,16,http,1.709188421715128E9,CpmJun4aV7Zu7YCq0a,2024-02-29T06:33:41.715Z,Initial Access,T1190,True,none
1:cgzfuyFA/Dh9OFdvZGosG9eZJeU=,S0,0.0011050701141357422,S,143.88.2.17,33565,143.88.3.14,445,false,false,0,0,240,4,tcp,0,0,0,,1.709401952266165E9,CHynCu1yiNANymMa64,2024-03-02T17:52:32.266Z,Initial Access,Duplicate,Duplicate,Duplicate
1:3yliVy4GeYU5tuEtXg5/nJQo32o=,S0,0.0018639564514160156,S,143.88.13.12,42687,143.88.14.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709174362531829E9,COGL43VZd4krN8Gy,2024-02-29T02:39:22.531Z,Initial Access,Duplicate,Duplicate,Duplicate
1:rt9Yla8IpPB3FQkD8xFEia5T590=,S0,0.0014328956604003906,S,143.88.14.11,35639,143.88.15.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709183330643608E9,CQQ0TT3wQNRWuc1Z5e,2024-02-29T05:08:50.643Z,Initial Access,Duplicate,Duplicate,Duplicate
1:XU7fhEpAqFk6olS5REo2bWKGn1U=,S0,0.002783060073852539,S,143.88.11.10,38723,143.88.12.14,445,false,false,0,0,240,4,tcp,0,0,0,,1.709349580678745E9,CDhOEm4LnKmLNynFi5,2024-03-02T03:19:40.678Z,Initial Access,Duplicate,Duplicate,Duplicate
1:lmdOg//oE66j7VrPqpnxA53wwKc=,RSTO,0.2268810272216797,ShADTdtTtR,143.88.1.18,42281,143.88.2.20,445,false,false,0,7573,34900,88,tcp,2102,12392,76,"gssapi,smb,ntlm",1.709154674803627E9,CBspld2qJu5wpPxiE1,2024-02-28T21:11:14.803Z,Initial Access,Duplicate,Duplicate,Duplicate
1:qsZDHu0INtWB+UsAxNOsFx1xV60=,SF,0.10472488403320312,ShADTadtFf,143.88.1.18,45213,143.88.2.21,80,false,false,0,604,3696,24,tcp,201,1668,16,http,1.709184371292216E9,CBo8MQ1UCPS53oH7Ob,2024-02-29T05:26:11.292Z,Initial Access,T1190,True,none
1:wxA/7sUsIbEGihwxWRxpHCi3Stw=,S0,0.0014429092407226562,S,143.88.7.11,35557,143.88.8.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.709216596587649E9,CUohlm4oobzzK175o4,2024-02-29T14:23:16.587Z,Initial Access,Duplicate,Duplicate,Duplicate
1:sb3B4EQygoXmSfzm6BD8OgMde4g=,S0,0.00145721435546875,S,143.88.7.11,37127,143.88.8.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.709205616169757E9,Ct6sPs406VC1jO4PRa,2024-02-29T11:20:16.169Z,Initial Access,Duplicate,Duplicate,Duplicate
1:OT0nzvnD53IgkmUxVpg9XQxDD2M=,S0,0.0015158653259277344,S,143.88.13.12,44887,143.88.14.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709244932064973E9,C1RJ1j3FQq2ThG38R6,2024-02-29T22:15:32.064Z,Initial Access,Duplicate,Duplicate,Duplicate
1:cM1ZYTb6GC86gb36jt3+z3MeiEg=,S0,0.0017409324645996094,S,143.88.7.11,40689,143.88.8.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.709170870415623E9,CPbt9E2XrDcxhUTkUg,2024-02-29T01:41:10.415Z,Initial Access,Duplicate,Duplicate,Duplicate
1:7KsHhwFdcAlLvz3bBNy2WWzIcnE=,S0,0.001764059066772461,S,143.88.3.11,35223,143.88.4.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.70912826673051E9,Cp2WSF1iST6JVt5IF8,2024-02-28T13:51:06.730Z,Initial Access,Duplicate,Duplicate,Duplicate
1:zrDrkLmbzFIKLTnHC5oFNoW9k4Q=,RSTO,0.2033541202545166,ShADTdtTtR,143.88.12.12,36211,143.88.13.10,445,false,false,0,8193,37588,92,tcp,2186,12936,80,"gssapi,smb,ntlm",1.709160221029146E9,CXTmWe4hrRBqrCW5l4,2024-02-28T22:43:41.029Z,Initial Access,Duplicate,Duplicate,Duplicate
1:Rx3+3mrlgeZfTdMtfOPEd2GPJC4=,RSTO,0.25081706047058105,ShADTdtTtR,143.88.1.18,38701,143.88.2.20,445,false,false,0,9421,42916,100,tcp,2354,14024,88,"ntlm,smb,gssapi",1.709371992009019E9,CSCX7s144MwxhOi9s5,2024-03-02T09:33:12.009Z,Initial Access,Duplicate,Duplicate,Duplicate
1:Oc2fBALH7rzJwrOgP5S2oUdAb6s=,SF,0.09820699691772461,ShADTadtFf,143.88.4.11,45715,143.88.5.11,80,false,false,0,602,3688,24,tcp,201,1668,16,http,1.709221037453301E9,Cipq202koQDJdcGune,2024-02-29T15:37:17.453Z,Initial Access,T1190,True,none
1:OL3AVrY7sUn2+2jE7GccIetGyWE=,SF,0.11915278434753418,ShADTadtFf,143.88.12.12,41585,143.88.13.14,80,false,false,0,604,3696,24,tcp,202,1672,16,http,1.709330711846501E9,ClJUPS1UDA5gTHq0qa,2024-03-01T22:05:11.846Z,Initial Access,T1190,True,none
1:Z+Il3MC7NRE9j12I5de9xzfGLUg=,SF,0.12238502502441406,ShADTadtFf,143.88.13.12,35929,143.88.14.10,80,false,false,0,617,3748,24,tcp,202,1672,16,http,1.709190691241602E9,CZONvH3fu6Ic8VYkEb,2024-02-29T07:11:31.241Z,Initial Access,T1190,True,none
1:/LBEDZqRhXglqtw6eVcpHP9NcHs=,SF,0.10033488273620605,ShADTadtFf,143.88.6.11,38183,143.88.7.10,80,false,false,0,608,3712,24,tcp,201,1668,16,http,1.709362767902594E9,CY2mny4GvT3ISLdOEe,2024-03-02T06:59:27.902Z,Initial Access,T1190,True,none
1:xXkxszXu78h4QYDPKBXF+8RNHEs=,SF,0.10127496719360352,ShADTadtFf,143.88.8.12,37839,143.88.9.14,80,false,false,0,617,3748,24,tcp,201,1668,16,http,1.709342594580745E9,CvoJPjYT2QVbv6vJh,2024-03-02T01:23:14.580Z,Initial Access,T1190,True,none
1:ya7tOhyxvyWZbszZmZupnFroOQY=,SF,0.1018061637878418,ShADTadtFf,143.88.12.12,40369,143.88.13.14,80,false,false,0,605,3700,24,tcp,202,1672,16,http,1.709316643368347E9,C1H9kr6WA4NA9CyH,2024-03-01T18:10:43.368Z,Initial Access,T1190,True,none
1:RI4yYMHJM8xVBn9cy4WcJxRpgpM=,SF,0.10646677017211914,ShADTadtFf,143.88.7.11,34641,143.88.8.10,80,false,false,0,606,3704,24,tcp,201,1668,16,http,1.709306544971887E9,CyVVUS3jMPqc0pHDXe,2024-03-01T15:22:24.971Z,Initial Access,T1190,True,none
1:F7CG5QCctJ9lsbYXamG00L8PsvI=,SF,0.0975339412689209,ShADTadtFf,143.88.8.12,33237,143.88.9.14,80,false,false,0,620,3760,24,tcp,201,1668,16,http,1.709144065687207E9,CXaYbS13IWMNNSxLbk,2024-02-28T18:14:25.687Z,Initial Access,T1190,True,none
1:C5pHyqOPH9mroIXg072EUZis9ys=,SF,0.09824585914611816,ShADTadtFf,143.88.8.12,45233,143.88.9.14,80,false,false,0,570,3560,24,tcp,201,1668,16,http,1.709094405253348E9,CUNPLE1qqAtKZ8QwO2,2024-02-28T04:26:45.253Z,Initial Access,T1190,True,none
1:fjn6JNSLTdwlp2g4L74Fr3uc+z0=,SF,0.10181403160095215,ShADTadtFf,143.88.12.12,45609,143.88.13.14,80,false,false,0,606,3704,24,tcp,202,1672,16,http,1.709126533090606E9,C2B0Mv2nhwiKNzw2ja,2024-02-28T13:22:13.090Z,Initial Access,T1190,True,none
1:mP9pirB8xXQOFGQbmywB4Ih/U/o=,SF,0.10547399520874023,ShADTadtFf,143.88.1.18,39619,143.88.2.21,80,false,false,0,617,3748,24,tcp,201,1668,16,http,1.709321985894455E9,C87yYp20zKMZe13MC3,2024-03-01T19:39:45.894Z,Initial Access,T1190,True,none
1:DP1SnVoFJagBtFjZpWlJCQUpsxM=,SF,0.1097719669342041,ShADTadtFf,143.88.8.12,41165,143.88.9.14,80,false,false,0,620,3760,24,tcp,201,1668,16,http,1.70924233843013E9,Cl7FgV1nN0BYUH99J2,2024-02-29T21:32:18.430Z,Initial Access,T1190,True,none
1:kjbGJU/ahOvrt8P4rC7I5HhA0XM=,SF,0.1166219711303711,ShADTadtFf,143.88.4.11,38469,143.88.5.11,80,false,false,0,605,3700,24,tcp,201,1668,16,http,1.709297095434612E9,CaQ40D3VPgoS8ngyf9,2024-03-01T12:44:55.434Z,Initial Access,T1190,True,none
1:NGp+fULeQWkjFhxisv7pDn2yGmQ=,S0,0.001558065414428711,S,143.88.2.17,39153,143.88.3.14,445,false,false,0,0,240,4,tcp,0,0,0,,1.709195377005372E9,CyeE82von5gh6h7jf,2024-02-29T08:29:37.005Z,Initial Access,Duplicate,Duplicate,Duplicate
1:zDnirLHBd1vsE/D9XDRpCf2CIn0=,S0,0.0017969608306884766,S,143.88.5.14,36703,143.88.6.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.70930467252137E9,CRQZdR2U1X1bbFGLb5,2024-03-01T14:51:12.521Z,Initial Access,Duplicate,Duplicate,Duplicate
1:EDN3tEF3WTI0+5gK4ZHNGM9Ey+Y=,S0,0.0013730525970458984,S,143.88.15.10,46227,143.88.1.19,445,false,false,0,0,240,4,tcp,0,0,0,,1.709298276004515E9,CKrkMq3KRux3Q9De29,2024-03-01T13:04:36.004Z,Initial Access,Duplicate,Duplicate,Duplicate
1:30tco0BCPGk8EawTViTUPo8prow=,S0,0.002907991409301758,S,143.88.3.11,40811,143.88.4.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709319657924837E9,CXVb2U2p6Yca3JeGf9,2024-03-01T19:00:57.924Z,Initial Access,Duplicate,Duplicate,Duplicate
1:PQ2ZyhZs/SOcLr9fOesD6d8ld28=,S0,0.004947185516357422,S,143.88.13.12,35933,143.88.14.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709295828109706E9,CFyrf6gGGwOmdl1qh,2024-03-01T12:23:48.109Z,Initial Access,Duplicate,Duplicate,Duplicate
1:2n1Zb/1jCVcHCgyJFRAByYmL+NQ=,SF,0.09408688545227051,ShADTadtFf,143.88.7.11,35193,143.88.8.10,80,false,false,0,620,3760,24,tcp,201,1668,16,http,1.70913750033413E9,Ct3Dol4HlUU8yZ33W2,2024-02-28T16:25:00.334Z,Initial Access,T1190,True,none
1:YwxGvtqN6BMOs2npzme8JMlRBps=,SF,0.12153887748718262,ShADTadtFf,143.88.6.11,41145,143.88.7.10,80,false,false,0,610,3720,24,tcp,201,1668,16,http,1.709355367790564E9,CiQcNB2RO0EEKZwSFc,2024-03-02T04:56:07.790Z,Initial Access,T1190,True,none
1:casIufU6FO0j5HQgGMzcizqetvU=,S0,0.0013949871063232422,S,143.88.3.11,37913,143.88.4.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709121233533093E9,CCRiKJ1AN0o3JPaO5c,2024-02-28T11:53:53.533Z,Initial Access,Duplicate,Duplicate,Duplicate
1:xnAJxc220ML0GfoepuP2euJ6yEk=,S0,0.0016009807586669922,S,143.88.4.11,44229,143.88.5.12,445,false,false,0,0,240,4,tcp,0,0,0,,1.709112839927648E9,CenhC51xqLehDX1dAl,2024-02-28T09:33:59.927Z,Initial Access,Duplicate,Duplicate,Duplicate
1:ivpeUGoXRWkNXmQ2wxdS8/CMQNs=,RSTO,0.2116692066192627,ShADTdtTtR,143.88.12.12,46557,143.88.13.10,445,false,false,0,5113,24228,72,tcp,1766,10216,60,"gssapi,smb,ntlm",1.70929828296394E9,CXL66R1a5ly8xzNkCd,2024-03-01T13:04:42.963Z,Initial Access,Duplicate,Duplicate,Duplicate
1:abNNbx6euYJxdmmmlJd/XiVjtE8=,SF,0.10070300102233887,ShADTadtFf,143.88.12.12,45069,143.88.13.14,80,false,false,0,606,3704,24,tcp,202,1672,16,http,1.709104288982511E9,CgSWvmP6t4fc87JV4,2024-02-28T07:11:28.982Z,Initial Access,T1190,True,none
1:VbcBi5FQjlDOIfFBCchbihFgB7E=,SF,0.11193513870239258,ShADTadtFf,143.88.13.12,36241,143.88.14.10,80,false,false,0,619,3756,24,tcp,202,1672,16,http,1.709210776721911E9,CZhQ2p4z3p7VYNCoX,2024-02-29T12:46:16.721Z,Initial Access,T1190,True,none
1:TpnTHellGVRqb+3UafdutBvpoRc=,SF,0.11782097816467285,ShADTadtFf,143.88.8.12,43853,143.88.9.14,80,false,false,0,566,3544,24,tcp,201,1668,16,http,1.709173195264198E9,CmAzhl2btWOELqKH6g,2024-02-29T02:19:55.264Z,Initial Access,T1190,True,none
1:bC+ixme9NLvzPoI3kI/qLD3Ym0s=,S0,0.0012431144714355469,S,143.88.8.12,46471,143.88.9.10,445,false,false,0,0,240,4,tcp,0,0,0,,1.709265870822078E9,CdZRHyrlBZrFJh9Ah,2024-03-01T04:04:30.822Z,Initial Access,Duplicate,Duplicate,Duplicate
1:wqS1NBcVpmUkepCVpdBO/OWdqRI=,S0,0.0015099048614501953,S,143.88.2.17,44301,143.88.3.14,445,false,false,0,0,240,4,tcp,0,0,0,,1.709178707275226E9,C6jrOU3irvgaV6Ydh6,2024-02-29T03:51:47.275Z,Initial Access,Duplicate,Duplicate,Duplicate
1:oZ+2mstc7v6OwQFwkXr/zHcDDvA=,S0,0.0017268657684326172,S,143.88.7.11,46649,143.88.8.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.709289244879806E9,CgV4SG221lTVw3oeL9,2024-03-01T10:34:04.879Z,Initial Access,Duplicate,Duplicate,Duplicate
1:GRzr8GfrSK0IqKn1kWP/Vfc3ZsE=,RSTO,0.21360301971435547,ShADTdtTtR,143.88.1.18,45293,143.88.2.20,445,false,false,0,6341,29764,84,tcp,1934,11304,68,"gssapi,smb,ntlm",1.709321297610712E9,C4MiYw3Lf6GN0f3O6j,2024-03-01T19:28:17.610Z,Initial Access,Duplicate,Duplicate,Duplicate
1:vb+FexIKaQg49kAZur1CjVM1Tyk=,SF,0.11139798164367676,ShADTadtFf,143.88.4.11,36311,143.88.5.11,80,false,false,0,605,3700,24,tcp,201,1668,16,http,1.709420206990964E9,CTzkg53hyg6q1fRBD8,2024-03-02T22:56:46.990Z,Initial Access,T1190,True,none
1:DqxdfExeWpCT17LuVzy93lnXdVw=,S0,9.400844573974609E-4,S,143.88.15.10,33435,143.88.1.19,445,false,false,0,0,240,4,tcp,0,0,0,,1.709397304657388E9,CcYfbY2KDKU6TZykBj,2024-03-02T16:35:04.657Z,Initial Access,Duplicate,Duplicate,Duplicate
1:M+hBO39EXVlRc1zkOc5jcaQnJBY=,S0,0.0014600753784179688,S,143.88.5.14,34237,143.88.6.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.709203983928257E9,CSIDul3OiTnRVn26c2,2024-02-29T10:53:03.928Z,Initial Access,Duplicate,Duplicate,Duplicate
1:A2cSkgIPs/jJY8yO2rciDwWNOkA=,S0,0.0015170574188232422,S,143.88.7.11,35493,143.88.8.13,445,false,false,0,0,240,4,tcp,0,0,0,,1.70938761142733E9,C8IXI24YioH9CWHkw1,2024-03-02T13:53:31.427Z,Initial Access,Duplicate,Duplicate,Duplicate
1:W+xUl6RRqXbkreidnFw5lgLiOto=,S0,0.0019648075103759766,S,143.88.11.10,37193,143.88.12.14,445,false,false,0,0,240,4,tcp,0,0,0,,1.709165208082693E9,CQBtfy4O8LE0ki4hJl,2024-02-29T00:06:48.082Z,Initial Access,Duplicate,Duplicate,Duplicate
